texts,Prediction
จริง ๆ Annual Pass มันก็จะคล้าย Season Pass ที่จ่ายซื้อล่วงหน้า ก่อนหน้ามีสัญญาทำ Destiny 10 โดย 10 ปีจะออก 3 ภาคภาคละ 3 ปี แต่ละภาคจะแบ่งเป็น Y1 Y2 Y3 โดนทุกปีจะเป็นอัพเดทใหญ่แล้วแต่ละปีจะมี Content แบ่งปี 4 Season Destiny 1 อายุ 3 ปี  Destiny 2 ตอนนี้อยู่ในช่วง Y2 ยังมีอายุอีก 1 ปีก่อนที่จะออก Destiny 3 แล้วอยู่ยาวจนครบ 10 ปี เท่ากับว่า 10 ปีจะมีแค่ 3 ภาคตามแพลนเดิม ประเด็นน่าจะตามข่าวที่ Activition อยากให้ออกทุก ๆ ปีซึงมันเป็นไปไม่ได้และคงไม่เป็นไปตามแพลนที่ตั้งไว้จะเห็นได้จากตอนสมัย Destiny 1 ซึ่งตอนแรกก็จะเล่นตาม Season ตาม Content ที่ออกมาและมีขาย DLC ขาย Season Pass ตามปกติจนถูกสั่งให้ใส่ Micro Transection ขายของเข้ามาในเกมส์จนถึงปัจจุบันน่าจะประมาณนี้,pos
ผมว่าออกทุกปีแบบ Activition ทำเกมเละไปแล้วนะ ดูได้จาก CoD หลัง MW2 เป็นต้นไปนี่ แทบจะมีแต่คนด่าด้วยซ้ำ,neu
งานนี้มีแต่คนเฮ หวังว่า Content ต่อไปจะดีขึ้น และจะลืมไปว่าเคยมี DLC : Curse of osiris,neu
เอ้า เฮ ! แต่จริง ๆ ผมเดาว่าอีกอย่างคือยอดของ Destiny 2 เองก็ไม่ได้สูงอย่างที่ Activision คาดการณ์ไว้ด้วย,neg
เย้~~~~ หลังๆมานี่ยิ่งที่ยิ่งเละตุ้มโจ๊กมาก,pos
ถูกลืมนอกยุโรป,pos
อ่อ แปลว่าถึง google จะลบไปแล้ว แต่ผมสามารถใช้ VPN มุดออกไปนอกยุโรปก็ยังค้นเจออยู่ดี,neg
"เข้าที่นี้ คงเป็นการ ""เซ็นเซอร์"" มากกว่า ""สิทธิ""",neg
2 มาตรฐาน ไว้ใจไม่ได้,neg
ฝรั่งทำผิด คดีสิ้นสุด ลบออก ขาวใส ทวีปอื่นทำผิด ไม่ควรลบ ตีความได้แบบนี้หรือเปล่า หรือผมเข้าใจผิด,neu
สุดทางแล้ว ทำได้แค่เพิ่มจาน ถ้า ssd ตามทันก็จบ ลาโลกได้เลย ฮาร์ดดิสจานหมูนนน,neg
ซื้อ 2 ลูกเลยครับ ถ้า backup งาน ทั้งชาติผมว่าไม่เกิน 4TB หลอก เพราะผม ก็ backup อยู่ 4TB สองลูก อย่างอื่นก็ load ใหม่เอาก็ได้,neu
ยืนยันครับ แต่ของผมใช้เกิน 4TB ไปเยอะ เพราะเก็บไฟล์สีีชมพูเอาไว้,neu
ตอนนี้ google drive ก็ 65 tb ละ,neg
SSD 1 TB ราคา 5000,neu
น่าจะเป็น UHS-II จะดีกว่านี้,neu
ได้เปิดเปิดตัวการ์ด SDXC ใหม่ เปิดเปิดตัว ? Lexar ว่างจำหน่ายที่ 499.99 ดอลลาร์ ว่างจำหน่าย => วางจำหน่าย,neu
Samsung Galaxy Sอี,neu
Galaxy SX series,neu
Galaxy Immortal พร้อมโหมด BR #เผ่น,neu
